,name,author,narrator,release_date,language,stars,price,duration_sec,raters
11178,Parenting Outside the Lines,Meghan Leahy,Meghan Leahy,2020-08-04,English,5.0,879.0,25980,1
11179,Coming Undone,Terri White,Terri White,2020-07-02,English,5.0,797.0,23820,1
11180,Tech Generation,Mike Brooks Ph D Jon Lasser Ph D,Steven Jay Cohen,2019-08-27,English,1.0,703.0,38280,1
11181,Dad After God's Own Heart,Jim George,Joe Geoffrey,2019-06-28,English,5.0,586.0,22080,1
11182,No More Mr. Nice Guy,Dr Robert Glover,Dr Robert Glover,2017-12-21,English,4.5,938.0,24540,234
11183,The Courage to Be Disliked ,Fumitake Koga Ichiro Kishimi,Adrian Mulraney,2018-02-22,English,4.5,1063.0,24600,438
11184,Models,Mark Manson,Austin Rising,2012-12-30,English,4.5,603.0,28320,273
11185,"Men Are from Mars, Women Are from Venus",John Gray,John Gray,1998-12-27,English,4.5,1519.0,34080,166
11186,Dating Essentials for Men,Dr Robert Glover,Robert Glover,2019-08-27,English,4.5,586.0,26760,32
11187,The Seven Principles for Making Marriage Work,John M Gottman Ph D Nan Silver,Eric Michael Summerer,2020-01-14,English,4.5,703.0,37020,9
11188,Get the Guy,Matthew Hussey,Matthew Hussey,2013-04-04,English,4.5,820.0,28680,11
11189,Heartbreak,Florence Williams,Florence Williams,2022-02-01,English,5.0,750.0,38220,1
11190,Love Is Not Enough,Mark Manson,Mark Manson,2020-03-26,English,4.5,1003.0,27180,139
11191,Know My Name,Chanel Miller,Chanel Miller,2019-09-24,English,5.0,1093.0,55500,77
11192,The Five Love Languages: The Secret to Love That Lasts,Gary Chapman,Gary Chapman,2004-12-26,English,5.0,656.0,17160,256
11193,"Act like a Lady, Think like a Man",Steve Harvey,Mike Hodge,2015-05-12,English,5.0,1181.0,21900,10
11194,Stillness Speaks,Eckhart Tolle,Eckhart Tolle,2003-10-10,English,5.0,421.0,9180,84
11195,Undercover Sex Signals,Leil Lowndes,Joyce Bean,2015-08-05,English,4.0,398.0,19740,7
11196,How to Be a 3% Man,Corey Wayne,Corey Wayne,2016-04-15,English,5.0,668.0,27180,119
11197,The Five Love Languages: Singles Edition,Gary Chapman,Chris Fabry,2019-03-05,English,5.0,656.0,21060,22
11198,The Mastery of Love,Miguel Ruiz,Jill Eikenberry Michael Tucker,2005-02-10,English,4.5,445.0,9180,33
11199,Attached,Amir Levine Rachel Heller,Robert Petkoff,2020-07-09,English,4.5,323.0,25560,56
11200,Boundary Boss,Terri Cole M S W L C S W,Terri Cole M S W L C S W,2021-04-20,English,5.0,492.0,28440,5
11201,Educated,Tara Westover,Julia Whelan,2018-02-20,English,4.5,820.0,43800,648
11202,The Unplugged Alpha,Richard Cooper,Richard Cooper,2021-03-11,English,4.5,501.0,16560,44
11203,Tiny Beautiful Things,Cheryl Strayed,Cheryl Strayed Steve Almond Intro,2013-05-01,English,4.0,569.0,34860,11
11204,Liminal Thinking,Dave Gray Richard Saul Wurman,Dan Woren,2017-03-07,English,4.5,585.0,11340,62
11205,The Tactical Guide to Women,Shawn Smith,Chris Abell,2017-10-03,English,5.0,668.0,23400,6
11206,Running on Empty,Christine Musello Psy D Jonice Webb Ph D,Karen White,2015-06-25,English,4.5,820.0,27960,7
11207,Alpha Male Strategies,A M S Alpha Male Strategies,Harry Roger Williams I I I,2018-11-13,English,4.5,501.0,14400,9
11208,The Noble Art of Seducing Women,Kezia Noble,Lynsey Frost,2013-06-06,English,5.0,379.0,22800,3
11209,"Calling in ""The One"" (Revised and Expanded)",Katherine Woodward Thomas,Katherine Woodward Thomas,2021-09-14,English,5.0,1131.0,57900,1
11210,Conversations on Love,Natasha Lunn,Natasha Lunn Roxane Gay Greg Wise,2021-07-08,English,4.5,888.0,28320,4
11211,99 Bad Boy Traits That Instantly Attract Women,Marc Summers,Marc Summers,2015-12-09,English,4.5,233.0,10380,4
11212,"Unf*ck Your Boundaries: Build Better Relationships Through Consent, Communication, and Expressing Your Needs",Faith G Harper Ph D L P C S A C S A C N,Erin Bennett,2020-04-28,English,5.0,468.0,10080,14
11213,Connect,David L Bradford Carole Robin,David L Bradford Carole Robin,2021-02-11,English,4.5,888.0,37140,2
11214,Love Warrior,Glennon Doyle,Glennon Doyle,2021-04-29,English,5.0,645.0,27240,2
11215,Getting Past Your Breakup,Susan J Elliott J D M Ed,Laural Merlington,2012-04-11,English,5.0,670.0,24480,4
11216,You Have More Influence Than You Think,Vanessa Bohns,Eileen Stevens,2021-09-07,English,5.0,820.0,23040,2
11217,The Dance of Anger,Harriet Lerner,Barbara Caruso,2016-08-16,English,5.0,1181.0,24600,16
11218,Things I Don't Want to Know,Deborah Levy,Juliet Stevenson,2018-04-05,English,4.5,615.0,10740,6
11219,The Dating Playbook For Men: A Proven 7 Step System To Go From Single To The Woman Of Your Dreams,Andrew Ferebee,Andrew Ferebee,2015-07-17,English,5.0,501.0,33000,4
11220,"Sis, Don't Settle",Faith Jenkins,Faith Jenkins,2021-11-09,English,5.0,500.0,30000,1
11221,"His Needs, Her Needs",Dr Willard F Harley Jr,Dr Willard F Harley Jr,2020-09-07,English,5.0,585.0,26640,1
11222,Mindful Relationship Habits,Barrie Davenport S J Scott,Amy Barron Smolinski,2018-02-28,English,4.0,668.0,22020,1
11223,Marry Him,Lori Gottlieb,Brittany Pressley,2021-08-10,English,3.0,1005.0,32880,4
11224,"Conversations That Matter: Insights & Distinctions - Landmark Essays, Volume 2",Steve Zaffron Laurel Scheaf Mark Spirtos,Gale Le Gassick Steve Zaffron Laurel Scheaf,2011-08-11,English,4.5,258.0,6000,9
11225,The Book of Numbers,Aaron Clarey,Kevin Sapp,2021-01-20,English,4.0,233.0,9840,1
11226,A Grief Observed,C S Lewis,Ralph Cosham,2006-01-20,English,4.5,468.0,6600,5
11227,101 Questions to Ask Before You Get Engaged,H Norman Wright,Patrick Miller,2019-01-02,English,5.0,233.0,4920,1
11228,Love After Heartbreak: Volume I,Stephan Labossiere,Stephan Speaks,2021-06-24,English,5.0,501.0,11280,1
11229,Deeper Dating,Ken Page,Allan Robertson,2017-09-12,English,5.0,668.0,28560,1
11230,How to Have Meaningful Relationships,Emma Power,Emma Power,2022-01-25,English,4.0,345.0,11280,1
11231,Only Love Is Real,Brian L Weiss M D,Brian L Weiss M D,1999-12-16,English,5.0,500.0,11280,56
11232,Should I Stay or Should I Go?,Ramani Durvasula Ph D,Ramani Durvasula Ph D,2015-11-25,English,5.0,836.0,38760,7
11233,Relationships,The Schoolof Life,Fiona Buckland,2021-01-01,English,5.0,469.0,11220,10
11234,The 4 Seasons of Marriage,Gary Chapman,Gary Chapman,2021-02-23,English,5.0,586.0,19200,1
11235,This Is Me Letting You Go,Heidi Priebe,Devon Sorvari,2019-01-29,English,4.0,351.0,9720,10
11236,The Honeymoon Effect,Bruce H Lipton,Bruce H Lipton,2015-10-06,English,4.5,492.0,14940,29
11237,The 80/80 Marriage,Nate Klemp Kaley Klemp,Roger Wayne,2021-02-09,English,4.5,879.0,23280,3
11238,Why We Can't Sleep,Ada Calhoun,Ada Calhoun,2020-01-07,English,3.5,1003.0,20880,2
11239,Things I Wish I'd Known Before We Got Married,Gary Chapman,Chris Fabry,2010-09-01,English,4.5,516.0,13440,14
11240,Wired for Love,Stan Tatkin Psy D M F T,Michael Hinton,2015-11-03,English,4.5,820.0,27420,3
11241,How to Be a People Magnet,Leil Lowndes,Joyce Bean Leil Lowndes,2015-10-07,English,4.0,670.0,25860,2
11242,Why Mars and Venus Collide,John Gray,John Gray,2008-01-22,English,5.0,1069.0,25020,2
11243,Goodbye to Shy,Leil Lowndes,Joyce Bean Leil Lowndes,2015-10-28,English,5.0,670.0,23700,4
11244,The Art of Letting Go,Rania Naim Skyla Child Marisa Bagnato,Tanya Eby,2020-02-11,English,4.5,351.0,5760,9
11245,30 Covert Emotional Manipulation Tactics: How Manipulators Take Control in Personal Relationships,Adelyn Birch,Kitty Hendrix,2018-03-19,English,4.0,132.0,6480,4
11246,I Wasn't Ready to Say Goodbye,Brook Noel Pamela D Blair Ph D,Ellen Archer,2012-05-07,English,4.0,820.0,33660,1
11247,Graceful Exits,Sushila Blackman,Neil Shah Dawn Harvey Emily Zeller,2014-12-09,English,3.0,100.0,12900,1
11248,Approach and Talk to Women Easily,Craig Beck,Craig Beck,2017-02-14,English,5.0,233.0,5580,1
11249,Stop Caretaking the Borderline or Narcissist,Margalis Fjelstad,Dawn Mc Kelvie Cyr,2016-06-10,English,5.0,668.0,28920,1
11250,The 5 Love Languages by Gary Chapman - Book Summary,Dean Bokhari,Dean Bokhari,2019-06-05,English,4.0,117.0,1800,2
11251,F*cking History,The Captain,The Captain,2020-08-11,English,4.0,754.0,14820,13
11252,Secrets Series: Attract The Woman Of Your Dreams,Craig Beck,Craig Beck,2012-01-06,English,4.0,379.0,4260,20
11253,Finding Your Soul Mate with ThetaHealing®,Vianna Stibal,Norma Butikofer,2020-04-28,English,3.0,586.0,14040,2
11254,Texting Titan!,Marc Summers,Marc Summers,2016-12-23,English,4.0,233.0,9120,4
11255,Men Don't Love Women Like You!,G L Lambert,Clay Lomakayu,2016-07-22,English,5.0,668.0,22260,3
11256,Listen to Love,Tom Ballard Joel Creasey Dr Damon Young,Tom Ballard Joel Creasey Osher G,2017-05-22,English,4.0,0.0,5580,1
11257,"To Date a Man, You Must Understand a Man: The Keys to Catch a Great Guy",Gregg Michaelsen,R J Walker,2015-09-24,English,3.0,233.0,10440,1
11258,A Return to Love,Marianne Williamson,Marianne Williamson,1999-12-16,English,4.5,281.0,9600,14
11259,The Path to Love,Deepak Chopra,Deepak Chopra M D,2007-02-21,English,4.5,501.0,9000,3
11260,The Cost of Living,Deborah Levy,Juliet Stevenson,2018-04-05,English,5.0,615.0,11580,11
11261,You Can Heal Your Heart,David Kessler Louise L Hay,Louise Hay David Kessler,2014-02-19,English,5.0,561.0,20280,6
11262,Flirtology,Jean Smith,Jean Smith,2018-02-08,English,5.0,683.0,23100,1
11263,Eight Dates,John Gottman Ph D Julie Schwartz Gottman Ph D Doug Abrams,James Patrick Cronin Julie Mc Kay,2019-12-03,English,4.5,668.0,18540,5
11264,Relationship Goals,Michael Todd,Ameen Gaines,2020-04-28,English,5.0,879.0,21060,6
11265,Communication in Marriage: 21 Ways to Remarkable Communication in Marriage Without Fighting with Your Spouse,Maria Hall,Holly Holt,2018-04-20,English,5.0,233.0,5520,2
11266,Communication in Marriage,Marcus Kusi Ashley Kusi,Greg Zarcone,2017-10-23,English,5.0,233.0,9480,3
11267,Anger,Gary Chapman,Gary Chapman,2008-12-17,English,4.0,516.0,20280,2
11268,Divorcing and Healing from a Narcissist,Dr Theresa J Covert,Trei Taylor,2019-09-11,English,5.0,501.0,10800,1
11269,Are You Scaring Him Away?,Brian Nox,Jerod Mc Brayer,2018-06-25,English,4.5,233.0,4380,2
11270,Open Her: Activate 7 Masculine Powers to Arouse Your Woman's Love & Desire,Karen A Brody,Corinne Davies,2018-01-29,English,3.0,836.0,39060,2
11271,Focus on the Good Stuff,Mike Robbins,Mike Robbins,2008-03-28,English,5.0,703.0,13860,1
11272,Make Him BEG for Your Attention,Bruce Bryans,Dan Culhane,2015-01-29,English,4.0,233.0,7080,2
11273,Something's Not Right,Wade Mullen,Wade Mullen,2020-10-23,English,5.0,469.0,17400,1
11274,The Little Book of Flirting,Stewart Ferris,Stewart Ferris,2007-08-07,English,1.5,96.0,3360,2
11275,The 5 Love Languages for Men,Gary Chapman,Chris Fabry,2014-12-28,English,4.5,586.0,14100,6
11276,Your Marriage Today...And Tomorrow,Crawford Loritts Karen Loritts Gary Chapman,Bill Andrew Quinn,2018-10-24,English,1.0,703.0,14520,1
11277,Brown Baby,Nikesh Shukla,Himesh Patel,2021-02-04,English,2.5,323.0,29520,2
11278,The Human Magnet Syndrome,Ross A Rosenberg,Roy Worley,2018-04-05,English,3.5,668.0,37140,2
11279,Love Hurts,Lodro Rinzler,Lodro Rinzler,2017-02-21,English,5.0,233.0,10080,7
11280,Love: The Psychology of Attraction,Megan Kaye Leslie Becker Phelps Ph D,Iona Campbell,2020-10-29,English,4.0,888.0,33600,1
11281,"Compassion, Love and Sex",O S H O,O S H O,2020-10-13,English,5.0,117.0,4980,4
11282,Athadaman Talo,Dada Bhagwan,Dada Bhagwan,2020-10-26,Hindi,4.5,32.0,3420,3
11283,Are You Listening?,Jenny Rogers,Antonia Beamish,2021-09-09,English,4.0,888.0,30480,1
11284,Friendships Don't Just Happen!,Shasta Nelson,Amy Melissa Bentley,2018-06-30,English,3.0,586.0,34500,1
11285,Relationship Breakthrough,Cloe Madanes Anthony Robbins,Aimee Jolson,2014-07-15,English,5.0,668.0,23520,1
11286,The Soulmate Secret,Arielle Ford,Arielle Ford,2008-12-30,English,4.0,956.0,17160,2
11287,Setting Boundaries Will Set You Free,Nancy Levin,Nancy Levin,2020-01-07,English,5.0,703.0,24480,1
11288,Loving Someone with Bipolar Disorder,Julie A Fast John D Preton,Jo Anna Perrin,2011-12-21,English,5.0,791.0,35280,1
11289,The Hard Questions,Susan Piver,Susan Piver,2021-06-22,English,4.5,502.0,7080,2
11290,How to Create Chemistry With Anyone,Leil Lowndes,Leil Lowndes,2013-05-14,English,4.0,561.0,14760,1
11291,Attitudes of Gratitude,M J Ryan,Gabriellede Cuir,2012-04-11,English,5.0,422.0,12540,2
11292,Talking to Crazy,Mark Goulston M D,L J Ganser,2015-10-21,English,5.0,668.0,25680,2
11293,When God Writes Your Love Story,Eric Ludy Leslie Ludy,Eric Ludy Leslie Ludy,2018-05-23,English,5.0,468.0,19260,3
11294,Language and the Pursuit of Happiness,Chalmers Brothers,Chalmers Brothers,2011-04-04,English,4.0,585.0,37680,1
11295,Pimpology,Pimpin Ken,Mr Gates,2015-12-11,English,5.0,233.0,10200,1
11296,Making Love,Gary Chapman,Maurice England,2008-12-16,English,4.0,351.0,6840,1
11297,Social Intelligence,Karl Albrecht,Al Kessel,2018-09-19,English,4.0,703.0,35280,1
11298,The Smart Girl's Guide to Self-Care,Shahida Arabi,Julie Mc Kay,2016-11-29,English,1.0,668.0,18360,1
11299,UpDating,Leil Lowndes,Joyce Bean,2015-08-05,English,3.0,670.0,20100,2
11300,The Irresistible Introvert,Michaela Chung,Lisa Stathoplos,2016-07-05,English,4.0,668.0,23940,1
11301,The Jealousy Cure,Robert L Leahy,Fred Stella,2018-03-01,English,4.0,670.0,26580,1
11302,How to Re-Spark and Keep Chemistry in Your Relationship Forever,Leil Lowndes,Leil Lowndes,2013-05-01,English,5.0,561.0,7740,1
11303,The Quiet Rise of Introverts,Brenda Knowles,Christine Williams,2018-04-17,English,4.0,820.0,28440,3
11304,"Perfect Love, Imperfect Relationships",John Welwood,Stephen Graybill,2018-07-03,English,5.0,754.0,21900,1
11305,How to Start a Conversation and Make Friends,Don Gabor,Don Gabor,2011-06-14,English,4.5,377.0,4620,9
11306,Chicken Soup for the Soul: True Love,Jack Canfield Mark Victor Hansen Amy Newmark,Sherri Slater Dan John Miller,2011-09-01,English,3.5,352.0,36300,3
11307,Why Are We Yelling?,Buster Benson,Buster Benson,2019-11-28,English,5.0,323.0,21360,2
11308,The Intimate Marriage,R C Sproul,R C Sproul,2013-08-02,English,5.0,659.0,8640,1
11309,Why Is Communication So Difficult?,Osho,Osho,2021-01-27,English,4.0,117.0,5520,1
11310,How to Make Someone Love You Forever! In 90 Minutes or Less,Nicholas Boothman,Nicholas Boothman,2007-11-28,English,5.0,562.0,12420,1
11311,Healing from Hidden Abuse,Shannon Thomas L C S W,Wendy Tremont King,2017-05-09,English,4.5,773.0,23160,3
11312,The Heart of the Five Love Languages,Gary Chapman,Chris Fabry,2008-12-11,English,5.0,234.0,2640,1
11313,Mindset,Carol Dweck,Carol Dweck,2021-09-03,English,4.5,668.0,30840,12
11314,Atlas of the Heart,Bren Brown,Bren Brown,2022-02-14,English,4.5,888.0,30540,3
11315,Abundance,Dr Deepak Chopra,Dr Deepak Chopra,2022-03-03,English,4.5,888.0,28740,8
11316,The Almanack of Naval Ravikant,Eric Jorgenson Tim Ferriss,Vikas Adam,2021-03-01,English,4.5,586.0,17580,858
11317,The Greatest Secret,Rhonda Byrne,Rhonda Byrne,2020-11-24,English,4.5,322.0,22800,111
11318,Mindset Secrets for Winning: How to Bring Personal Power to Everything You Do,Mark Minervini,Doug Gotchman,2021-12-23,English,5.0,668.0,19500,7
11319,The High 5 Habit,Mel Robbins,Mel Robbins,2021-09-28,English,5.0,668.0,25020,26
11320,Hyperfocus,Chris Bailey,Chris Bailey,2018-09-06,English,4.5,323.0,23940,930
11321,The 5 Second Rule,Mel Robbins,Mel Robbins,2017-02-22,English,4.5,668.0,27300,469
11322,Think and Grow Rich (1937 Edition),Napoleon Hill,Fred Stella,2013-12-29,English,5.0,1005.0,39120,67
11323,Atomic Habits,James Clear,James Clear,2018-10-18,English,5.0,820.0,20100,12573
11324,Tell Yourself a Better Lie,Marisa Peer,Carlyss Peer,2022-01-10,English,5.0,351.0,30960,4
11325,How to Be Perfect,Michael Schur,Michael Schur,2022-01-25,English,5.0,835.0,33180,4
11326,Why Zebras Don't Get Ulcers,Robert Sapolsky,Peter Berkrot,2012-12-31,English,5.0,1289.0,62160,11
11327,The Power of Now,Eckhart Tolle,Eckhart Tolle,2000-12-31,English,4.5,670.0,27420,719
11328,The Wim Hof Method,Wim Hof,Apolo Anton Ohno,2020-09-24,English,4.5,888.0,25680,14
11329,How to Talk to Anyone,Leil Lowndes,Joyce Bean Leil Lowndes,2015-09-01,English,4.5,837.0,32340,489
11330,Best of Dale Carnegie,Dale Carnegie,David Carnegie,2021-08-20,English,5.0,836.0,62460,1
11331,The Richest Man in Babylon,George S Clason,Grover Gardner,2012-12-30,English,4.5,501.0,14640,349
11332,Attitude Is Everything,Jeff Keller,Vishal Menon,2021-01-06,English,4.5,900.0,13380,124
11333,Time Management (Hindi Edition),Sudhir Dixit,Rahul Jaisawat,2019-08-09,Hindi,4.5,104.0,9240,267
11334,Flow,Mihaly Csikszentmihalyi Ph D,Mihaly Csikszentmihalyi Ph D,2015-01-06,English,4.5,1439.0,19860,360
11335,Think Like a Monk,Jay Shetty,Jay Shetty,2020-09-08,English,4.5,569.0,39240,1539
11336,The Power of Habit (Hindi Edition),Charles Duhigg,Ravinder Singh,2021-11-09,Hindi,4.5,403.0,48180,24
11337,Beyond Order,Jordan B Peterson,Jordan B Peterson,2021-03-02,English,4.5,1093.0,47460,103
11338,How to Win Friends and Influence People,Dale Carnegie,Shernaz Patel,2018-11-08,English,4.5,155.0,29100,2494
11339,Can't Hurt Me,David Goggins,David Goggins Adam Skolnick,2018-11-28,English,5.0,836.0,49020,2277
11340,Who Will Cry When You Die?,Robin Sharma,Adam Verner,2018-08-28,English,4.5,469.0,13320,200
11341,Ikigai,H Garc Francesc Miralles,Naoko Mori,2017-09-18,English,4.5,615.0,12180,6981
11342,The Subtle Art of Not Giving a F*ck,Mark Manson,Roger Wayne,2016-09-13,English,4.5,1181.0,19020,3461
11343,Life's Amazing Secrets,Gaur Gopal Das,Gaur Gopal Das,2019-12-10,English,4.5,1005.0,23100,4184
11344,I Can Do It,Louise Hay,Louise Hay,2021-08-17,English,5.0,422.0,4500,3
11345,How to Stop Worrying and Start Living,Dale Carnegie,Avinash Kumar Singh,2018-07-11,English,4.5,144.0,34920,269
11346,Sochiye Aur Ameer Baniye [Think and Be Rich],Napoleon Hill,Dinesh Verma,2019-01-09,Hindi,5.0,254.0,40200,241
11347,Habits for Happiness,Dr Tim Sharp Tathagata Mandal,Sameer Goswami,2022-01-02,Hindi,4.5,460.0,14460,20
11348,How to Change,Katy Milkman,Katy Milkman,2021-05-06,English,4.5,888.0,22440,27
11349,Awareness,Anthonyde Mello,Anthony De Mello,2019-10-02,English,5.0,668.0,26760,31
11350,The Inner Game of Tennis,W Timothy Gallwey,Dan Woren,2008-01-08,English,4.5,703.0,16560,42
11351,Apke Avchetan Man Ki Shakti [The Power of Your Subconscious Mind],Dr Joseph Murphy,Sanyam Sharma,2019-02-14,Hindi,5.0,161.0,31020,540
11352,7 Divine Laws to Awaken Your Best Self,Swami Mukundananda,Prateek Sharma,2021-10-11,English,5.0,900.0,21660,15
11353,Becoming Supernatural,Joe Dispenza,Adam Boyce,2020-10-02,English,4.5,938.0,50760,61
11354,The Source,Sirshree,Ariz Gandhi,2020-06-10,English,4.5,350.0,19620,9
11355,12 Rules for Life,Jordan B Peterson,Jordan B Peterson,2018-01-16,English,4.5,957.0,57360,519
11356,The Power of Your Subconscious Mind,Joseph Murphy,Mark White,2019-11-06,English,4.5,267.0,25980,646
11357,Kyon Se Shuruwat Karein [Start with Why],Simon Sinek,Swetanshu Bora,2020-08-14,Hindi,4.5,836.0,39120,70
11358,The Power of Intention,Dr Wayne W Dyer,Dr Wayne W Dyer,2004-05-12,English,5.0,562.0,16020,48
11359,Alasya Se Mukti Ke Naye Kadam [New Steps to Get Rid of Laziness],Sirshree,Vrushali Patvardhan,2020-06-10,Hindi,4.5,350.0,18300,16
11360,The Decision,Kevin Hart,Kevin Hart,2020-05-21,English,4.5,1003.0,21240,103
11361,How to Think Like a Roman Emperor,Donald J Robertson,Donald J Robertson,2019-04-02,English,4.5,134.0,30600,13
11362,The Seat of the Soul,Gary Zukav,Oprah Winfrey Maya Angelou Gary Zukav,2020-01-09,English,5.0,888.0,36660,12
11363,Complete Chanakya Neeti,R P Jain,Nathan Dcosta,2021-07-22,English,4.5,0.0,14400,53
11364,How to Enjoy Your Life and Your Job (Hindi Edition),Dale Carnegie,Siddharth Kulkarni,2021-10-26,Hindi,4.5,668.0,21720,14
11365,The Universe Has Your Back,Gabrielle Bernstein,Gabrielle Bernstein,2016-09-27,English,5.0,586.0,16200,97
11366,Total Meditation,Dr Deepak Chopra,Dr Deepak Chopra,2020-09-24,English,4.5,888.0,29760,18
11367,The Monk Who Sold His Ferrari,Robin Sharma,Robin Sharma,2007-07-05,English,4.5,351.0,9600,1838
11368,What to Say When You Talk to Your Self,Shad Helmstetter Ph D,Douglas Martin Shad Helmstetter,2021-05-18,English,5.0,1172.0,19320,9
11369,Manifest,Roxie Nafousi,Roxie Nafousi,2022-01-06,English,5.0,615.0,16740,5
11370,Healing Is the New High,Vex King,Sid Sagar,2021-04-13,English,5.0,633.0,19200,10
11371,The Miracle Morning,Hal Elrod,Rob Actis,2012-12-30,English,4.5,501.0,17820,218
11372,Zero Limits,Joe Vitale Ihaleakala Hew Len,Joe Vitale Ihaleakala Hew Len,2007-06-29,English,5.0,703.0,22860,66
11373,Ek Chota Sa Kadam Aapki Zindagi Badal Sakta Hai [One Small Step Can Change Your Life],Robert Maurer,Vishal Thakur,2019-10-09,Hindi,4.5,216.0,18600,63
