,name,author,narrator,release_date,language,stars,price,duration_sec,raters
247,When Did You See Her Last?,Lemony Snicket,Liam Aiken,2013-10-18,English,5.0,417.0,15720,1
248,Ratburger,David Walliams,David Walliams Nitin Ganatra,2012-09-19,English,5.0,266.0,13140,1
249,Against the Tide,Tui T Sutherland,Nicola Barber,2014-10-01,English,4.0,492.0,17880,1
250,The Sage's Secret,Abhinav,Gaurav Marwa,2019-06-25,English,4.5,754.0,24360,2
251,Clifford Takes a Trip,Norman Bridwell,Stephanie D Abruzzo,2008-02-08,English,3.5,65.0,240,2
252,City of Ghosts,Victoria Schwab,Reba Buhr,2018-08-28,English,4.5,492.0,18120,12
253,Unicorn Academy: Sophia and Rainbow,Julie Sykes,Kristin Atherton,2020-04-02,English,4.5,266.0,5340,2
254,Escape from Mr. Lemoncello's Library,Chris Grabenstein,Jesse Bernstein,2014-01-07,English,4.5,904.0,22740,6
255,The Brightest Night,Tui T Sutherland,Shannon Mc Manus,2016-08-29,English,5.0,575.0,29040,9
256,Billy and the Minpins,Roald Dahl,Bill Bailey,2017-09-07,English,4.5,615.0,2820,6
257,The Summer I Robbed a Bank,David O Doherty,David O Doherty,2021-05-27,English,4.0,410.0,14760,1
258,La Belle Sauvage,Philip Pullman,Michael Sheen,2017-10-19,English,5.0,957.0,47640,12
259,Captain Underpants and the Wrath of the Wicked Wedgie Woman,Dav Pilkey,Len Forgione Dazjon Freeman Ben D Amico,2018-10-30,English,5.0,258.0,4560,4
260,Abby in Oz,Sarah Mlynowski,Emily Eiden,2020-04-08,English,5.0,445.0,13140,1
261,Time Travel Diaries,Caroline Lawrence,Simon Scardifield,2019-04-04,English,4.5,911.0,15240,2
262,Bad Day for Ballet,Carolyn Keene,Nancy Wu,2010-04-07,English,5.0,234.0,4260,1
263,Unicorn Academy: Lily and Feather,Julie Sykes,Kristin Atherton,2021-05-13,English,3.0,266.0,5580,1
264,Judy Moody Goes to College,Megan Mc Donald,Amy Rubinate,2015-12-27,English,5.0,469.0,4380,1
265,The Train to Impossible Places,P G Bell,Helen Vine,2018-10-25,English,3.0,645.0,26580,1
266,A Little Princess,Frances Hodgson Burnett,Shiromi Arserio,2018-06-05,English,5.0,668.0,25260,3
267,The House at the Edge of Magic,Amy Sparkes,Charlie Sanderson,2021-03-11,English,4.5,569.0,15120,3
268,The Dark Talent,Brandon Sanderson,Ramonde Ocampo,2017-04-20,English,5.0,398.0,20700,1
269,Brain-Fizzing Facts,Emily Grossman,Emily Grossman,2021-06-24,English,4.5,493.0,9840,4
270,Bacca and the Riddle of the Diamond Dragon,Jerome A S F Scott Kenemore,Bernard Setaro Clark,2016-08-31,English,5.0,668.0,20220,1
271,Ghastly Battle,Winter Morgan,Nicol Zanzarella,2016-09-02,English,5.0,233.0,6720,2
272,Terror on a Treasure Hunt,Winter Morgan,Nicol Zanzarella,2016-08-30,English,5.0,233.0,6180,3
273,The Secret Treasure,Winter Morgan,Lauren Fortgang,2015-06-23,English,5.0,233.0,7080,3
274,Hidden in the Overworld,Winter Morgan,Lauren Fortgang,2015-10-13,English,5.0,233.0,6780,2
275,Battle in the Overworld,Winter Morgan,Nicol Zanzarella,2016-08-11,English,5.0,233.0,6720,2
276,The Hardcore War,Winter Morgan,Lauren Fortgang,2015-11-24,English,5.0,233.0,6780,2
277,Creeper Invasion,Winter Morgan,Nicol Zanzarella,2016-09-02,English,5.0,233.0,6360,1
278,The Griefer's Revenge,Winter Morgan,Lauren Fortgang,2016-02-26,English,5.0,233.0,8940,1
279,The Nether Attack,Winter Morgan,Lauren Fortgang,2015-11-18,English,5.0,233.0,6780,2
280,Skeleton Battle,Winter Morgan,Nicol Zanzarella,2016-06-29,English,5.0,233.0,7200,2
281,Zombie Invasion,Winter Morgan,Nicol Zanzarella,2016-06-29,English,5.0,233.0,6780,1
282,Betrayal at Salty Springs: An Unofficial Fortnite Adventure Novel,Devin Hunter,Ramon De Ocampo,2018-10-09,English,5.0,468.0,7800,1
283,Bacca and the Skeleton King,Jerome A S F Scott Kenemore,Bernard Setaro Clark,2016-08-31,English,5.0,668.0,23160,1
284,Destruction of the Overworld,Mark Cheverton,Jef Holbrook,2016-03-07,English,5.0,668.0,23520,1
285,Battle for the Nether,Mark Cheverton,Chris Sorensen,2014-11-25,English,5.0,668.0,35340,1
286,Trouble in Zombie-Town,Mark Cheverton,Luke Daniels,2015-03-23,English,5.0,668.0,27000,1
287,The Christmas Pig,J K Rowling,Amaka Okafor Rocco Padden Gerran Howell,2021-10-12,English,5.0,799.0,20220,81
288,Adventures with Peppa,Ladybird,John Sparkes,2021-09-23,English,5.0,410.0,4920,4
289,Fantastic Beasts and Where to Find Them,J K Rowling Newt Scamander,Eddie Redmayne,2017-03-14,English,4.5,652.0,6840,57
290,The Velveteen Rabbit,Margery Williams,Richard Armitage,2020-08-14,English,4.5,0.0,1440,91
291,Charlotte's Web,E B White Melissa Sweet,Meryl Streep Robin Miles,2019-10-29,English,4.5,754.0,14520,20
292,Peppa Pig: Bedtime Stories,Ladybird,John Sparkes,2017-02-02,English,4.5,342.0,4020,100
293,Fantastic Mr Fox,Roald Dahl,Chris O Dowd,2014-09-11,English,4.5,615.0,4500,31
294,The Lion and the Mouse,Lavanya R N,Karthik Kumar,2020-03-05,English,4.5,316.0,480,51
295,The Gruffalo and Other Stories,Julia Donaldson Axel Scheffler,Imelda Staunton Jim Carter Steven Pacey,2020-08-06,English,4.5,323.0,3720,3
296,"Bedtime Stories for Kids: Collection of Meditation Stories for Children of All Ages with Unicorns, Astronauts, Pirates, Funny Animals, Mermaids, Tales to Fall Asleep and Learn Mindfulness",Amanda Dreams Nicole Fairy,Mandy Fisher Krystal Wascher,2020-12-01,English,5.0,1003.0,94260,3
297,Peppa Pig: On the Road with Peppa,John Sparkes,John Sparkes,2016-05-26,English,4.5,342.0,3720,26
298,Peppa Pig: Once Upon a Time,Ladybird,John Sparkes,2016-01-28,English,5.0,342.0,3540,32
299,Peppa Pig: Peppa Meets the Queen and Other Audio Stories,Ladybird,John Sparkes,2013-08-01,English,4.5,410.0,1140,11
300,Sugarlump and the Unicorn and Other Stories,Julia Donaldson Lydia Monks,David Tennant Imelda Staunton Joanna Page,2020-07-09,English,4.5,323.0,4380,3
301,The Sleepy Dinosaurs,Hannah Watson,Hannah Watson,2020-08-31,English,5.0,375.0,3600,4
302,The Gruffalo,Julia Donaldson Axel Scheffler,Imelda Staunton,2008-06-24,English,5.0,323.0,1500,9
303,Beatrix Potter: The Complete Tales,Beatrix Potter,Gary Bond Michael Hordern Rosemary Leach,2012-05-01,English,3.5,615.0,21060,3
304,Peppa Pig: Dentist Trip and Other Audio Stories,Ladybird,John Sparkes,2012-05-01,English,4.0,410.0,1380,11
305,The Dragon’s Toothache,Annie Besant,Shernaz Patel,2020-03-31,English,4.5,75.0,660,9
306,The Monkey and the Crocodile,Shobha Viswanath,Naseeruddin Shah,2020-03-06,English,4.0,75.0,1200,4
307,Wings of Fire,Tui T Sutherland,Shannon Mc Manus,2020-10-06,English,4.5,492.0,16260,3
308,The Foolish Lion,Shobha Viswanath,Naseeruddin Shah,2020-03-06,English,5.0,75.0,1020,6
309,Room on the Broom,Julia Donaldson Axel Scheffler,Josie Lawrence,2008-10-07,English,4.5,323.0,1440,6
310,What the Ladybird Heard,Julia Donaldson,Alexander Armstrong,2010-06-29,English,4.0,323.0,1020,4
311,The Crow and the Cobra (Hindi Edition),Maple Press,Chaitali Gupta,2021-09-23,Hindi,4.5,139.0,180,2
312,The Highway Rat,Julia Donaldson,Imelda Staunton,2014-05-01,English,4.5,190.0,1740,4
313,The Boy Who Drew Cats,Anushka Ravishankar,Jaaved Jaaferi,2020-03-05,English,4.0,294.0,1020,7
314,The Monkeys and the Capseller,Anushka Ravishankar,Sanjay Dutt,2020-03-31,English,5.0,75.0,780,2
315,Now We Are Six,A A Milne,Peter Dennis,2006-01-27,English,5.0,304.0,3180,2
316,Tiddler,Julia Donaldson,Imelda Staunton,2014-05-17,English,5.0,190.0,2220,1
317,The Fox and the Squirrel,Sheila Gandhi,Saeed Jaffrey,2020-03-06,English,3.0,357.0,840,1
318,The Lion and the Hare (Hindi Edition),Maple Press,Chaitali Gupta,2021-09-23,Hindi,5.0,139.0,180,1
319,5-Minute Pout-Pout Fish Stories,Deborah Diesen Dan Hanna,Fred Berman,2020-12-29,English,5.0,13.0,3480,1
320,The Magic Unicorn,Hannah Watson,Hannah Watson,2020-08-31,English,4.5,375.0,3480,3
321,The Pigeons and the Rats (Hindi Edition),Maple Press,Chaitali Gupta,2021-09-23,Hindi,4.0,139.0,180,1
322,The Tiger Who Came to Tea,Judith Kerr,Geraldine Mc Ewan,2013-06-06,English,4.5,76.0,540,6
323,Zoey and Sassafras: Unicorns and Germs,Asia Citro,Janina Edwards,2021-05-18,English,5.0,468.0,3780,2
324,An Elephant in My Backyard,Shobha Viswanath,Shernaz Patel,2020-03-31,English,4.0,75.0,480,8
325,The Three Little Pigs,,Katie Haigh,2016-03-10,English,4.5,74.0,720,2
326,Crocodile Teeth,Bharat Shekhar,Tuhin Menon,2022-03-24,English,5.0,116.0,1380,1
327,Zog and the Flying Doctors,Julia Donaldson,Imelda Staunton,2021-05-25,English,5.0,266.0,1860,1
328,When We Were Very Young,A A Milne,Peter Dennis,2006-01-27,English,5.0,468.0,3480,2
329,The Secret of the Himalayas,Adam Gidwitz Hena Khan,January La Voy,2021-05-04,English,5.0,553.0,10140,1
330,The Musical Donkey,Shobha Viswanath,Saeed Jaffrey,2020-03-17,English,5.0,75.0,1200,2
331,Clifford the Big Red Dog,Norman Bridwell,Stephanie D Abruzzo,2008-02-08,English,4.0,65.0,180,5
332,Sky,Aaron Ehasz Melanie Mc Ganney Ehasz,Adrian Petriw,2021-08-03,English,5.0,445.0,30120,1
333,Monkey Puzzle,Julia Donaldson,Imelda Staunton,2008-09-16,English,5.0,323.0,1080,2
334,Halloween... Che fifa felina!,Geronimo Stilton,Geronimo Stilton,2017-10-25,italian,1.0,190.0,2220,1
335,101 Animals Stories,Dreamland Publications,Nina Jehangir,2020-06-10,English,4.0,233.0,5880,1
336,My Father's Dragon,Ruth Stiles Gannett,Chris Andrew Ciulla,2018-11-27,English,5.0,234.0,3000,2
337,The Lizard’s Tail,Shobha Viswanath,Vidya Balan,2020-03-31,English,4.5,75.0,720,10
338,Zoey and Sassafras: Bips and Roses,Asia Citro,Janina Edwards,2021-03-02,English,5.0,468.0,4020,1
339,Amma Sonna Kathaigal [Stories Told by Mother],Sivasankari,Sivasankari,2021-01-12,tamil,4.0,34.0,1920,12
340,The Racehorse Who Disappeared,Clare Balding,Clare Balding,2017-09-28,English,5.0,478.0,13800,1
341,The Singing Mermaid,Julia Donaldson Lydia Monks,Lauren Laverne,2013-10-23,English,5.0,323.0,780,2
342,A Mango Shaped Space,Wendy Mass,Danielle Ferland,2007-07-24,English,5.0,936.0,24060,1
343,Sookha Gulab [Dry Rose],Shivani,Sarika Rathore,2020-04-28,Hindi,4.0,119.0,2220,1
344,The Sleepysaurus,Jennifer Carter,Rod Johnson,2018-11-22,English,3.5,132.0,480,10
345,Fish Friends Three,Sheila Gandhi,Saeed Jaffrey,2020-03-06,English,4.5,75.0,900,2
346,The Magic Unicorn & Sleepy Dinosaur Bed Time Stories Collection,Hannah Watson,Hannah Watson,2020-08-31,English,5.0,468.0,7140,1
347,Besura Dhondu,Gulzar,Gulzar,2020-03-31,Hindi,4.5,75.0,1560,3
348,The Talking Cave,Sheila Gandhi,Saeed Jaffrey,2020-03-06,English,5.0,350.0,840,1
349,Rangeela Geedad,Gulzar,Gulzar,2020-03-31,Hindi,5.0,75.0,1380,2
350,Raja Kapi,Gulzar,Gulzar,2020-03-31,Hindi,5.0,75.0,2280,1
351,Rise of the Shadow Dragons,Liz Flanagan,Rebecca King,2021-08-31,English,5.0,569.0,29220,1
352,Rhinos in Nebraska,Alison Pearce Stevens,Mark Sanderlin,2021-08-24,English,5.0,422.0,7020,1
353,Indian Stories: Five Famous Tales,,Katie Haigh,2016-02-25,English,3.0,225.0,1620,1
354,The Magic School Bus on the Ocean Floor,Joanna Cole,Cassandra Morris,2010-09-01,English,5.0,117.0,3720,1
355,On the Origin of Species,Sabina Radeva,Roy Mc Millan,2019-04-18,English,1.0,615.0,1800,1
356,The Wind in the Willows,Kenneth Grahame,Michael Hordern,2007-08-20,English,5.0,558.0,24960,2
357,Cricket for the Crocodile,Ruskin Bond,Ruskin Bond,2020-08-19,English,3.0,200.0,1560,3
358,Last Week Tonight with John Oliver Presents a Day in the Life of Marlon Bundo,Marlon Bundo Jill Twiss,Jim Parsons Jesse Tyler Ferguson Jeff Garlin,2018-03-18,English,5.0,65.0,420,19
359,Mr. Popper's Penguins,Richard Atwater Florence Atwater,Nick Sullivan,2009-04-01,English,5.0,500.0,8040,2
360,"Laloo Bandar, Nathoo Magarmach",Gulzar,Gulzar,2020-03-31,Hindi,1.0,75.0,1440,3
361,Kaka and the Mouse,Pankaja Srinivasan,Karthik Kumar,2020-03-05,English,5.0,75.0,480,2
362,The Fish Who Found the Sea,Alan Watts,Dan Akers,2020-07-14,English,5.0,258.0,480,4
363,Bondu Kaagi,Sheila Gandhi,Tom Alter,2020-03-31,Hindi,5.0,75.0,1020,1
364,The Snake Who Came to Stay,Julia Donaldson,Olivia Colman,2013-07-10,English,5.0,163.0,900,2
365,Ember Rising,S D Smith,Joel Clarkson,2018-02-26,English,5.0,668.0,33720,2
366,Selected Just So Stories,Rudyard Kipling,Johnny Morris,2009-06-30,English,5.0,349.0,11220,1
367,Dost Machiliya Teen,Sheila Gandhi,Tom Alter,2020-03-31,Hindi,5.0,75.0,1080,1
368,Twilight Sparkles prinsessbesvärjelse och andra berättelser,My Little Pony,Ida Olsson,2020-03-04,swedish,1.0,32.0,2460,1
369,Bablu and the Mouse,Lavanya R N,Karthik Kumar,2020-03-06,English,3.0,284.0,300,3
370,We're All Wonders,R J Palacio,Kivlighande Montebello,2018-01-01,English,4.5,34.0,180,2
371,Lomdi Aur Gileheri [Fox and Squirrel],Sheila Gandhi,Tom Alter,2020-03-31,Hindi,5.0,75.0,1020,4
372,DogZombies Rule for Now,Liz Pichon,Russell Tovey,2016-10-27,English,5.0,531.0,7080,7
373,Bambi,Felix Salten Janet Schulman,Frank Dolan,2002-01-11,English,4.0,233.0,3060,4
374,Dorje’s Stripes,Anshumani Ruddra,Nosherwan Jehangir,2020-03-31,English,5.0,75.0,1440,2
375,The Gruffalo Song & Other Songs,Julia Donaldson,Julia Donaldson,2008-09-16,English,5.0,323.0,2340,1
376,Dear Zoo and Friends,Rod Campbell,Daniel Weyman,2018-05-03,English,5.0,323.0,3600,1
377,The Four Friends,Shobha Viswanath,Saeed Jaffrey,2020-03-31,English,5.0,75.0,1140,2
378,Gauri and the Talking Cow,Devdutt Pattanaik,Rohini Vij,2020-08-04,English,5.0,301.0,1500,2
379,Dinosaur Trouble,Dick King Smith,Andrew Sachs,2014-11-01,English,5.0,398.0,4980,2
380,Legion,Julie Kagawa,Caitlin Davies Tristan Morris Mac Leod Andrews,2017-04-25,English,5.0,820.0,42480,1
381,"Great Choice, Camille!",Stuart J Murphy,Tamara Ryan,2019-11-15,English,4.0,63.0,300,1
382,The Velveteen Rabbit,Margery Williams,,2008-02-11,English,5.0,65.0,720,1
383,The Llama Llama Audiobook Collection,Anna Dewdney,Anna Dewdney,2015-10-20,English,5.0,301.0,1140,1
384,Puss in Boots,Charles Perrault,Shawn Ryskamp,2007-12-30,English,2.0,65.0,720,1
385,Viva Durant and the Secret of the Silver Buttons,Ashli St Armant,Bahni Turpin,2019-10-31,English,5.0,199.0,14700,12
386,The Mystwick School of Musicraft,Jessica Khoury,Suzy Jackson,2019-09-05,English,5.0,266.0,29880,27
387,Meet Me There,Judy Corry,Amy Melissa Bentley Brandon Utah,2018-12-25,English,4.0,586.0,28680,1
388,This Lullaby,Sarah Dessen,Ali Ahn,2009-06-11,English,2.0,1256.0,37860,1
389,Michael Jackson: Ultimate Music Legend,Katherine Krohn,Intuitive,2017-06-29,English,4.5,164.0,2220,3
390,Echo,Pam Mu Ryan,Mark Bramhall Davidde Vries Andrews Mac Leod,2015-04-08,English,5.0,656.0,37860,5
391,The Amazing Mystery Show,Gertrude Chandler Warner,Aimee Lilly,2012-12-14,English,5.0,305.0,5580,1
392,Stage Fright on a Summer Night,Mary Pope Osborne,Mary Pope Osborne,2007-03-30,English,3.0,301.0,2520,1
393,Superstar Watch,Gertrude Chandler Warner,Aimee Lilly,2012-01-01,English,5.0,305.0,5040,1
394,Who Was Leonardo da Vinci?,Roberta Edwards,Kevin Pariseau,2019-03-26,English,5.0,351.0,3300,2
395,No Ballet Shoes in Syria,Catherine Bruton,Lara Sawalha,2019-05-02,English,3.0,379.0,18600,1
396,If You're Happy and You Know It,Anna Mc Quinn,Susan Reed,2010-01-07,English,4.0,398.0,420,1
397,Harry's Piano,Susan Sukman Mc Cray,Lisa Lindsley,2018-05-11,English,3.0,351.0,1380,1
398,The Boy Who Swam with Piranhas,David Almond,Malcolm Hamilton,2014-10-01,English,4.0,664.0,16740,1
399,American Hip-Hop,Nathan Sacks,Intuitive,2017-04-18,English,5.0,469.0,4200,1
400,Puffin Lives: B.R. Ambedkar,Payal Kapadia,Rohini Vij,2021-04-23,English,4.5,452.0,11220,27
401,Good Night Stories for Rebel Girls,Rebel Girls Elena Favilli,Annie Q Daphne Rubin Vega Deepti Gupta,2021-07-28,English,5.0,417.0,13620,1
402,Michelle Obama,Lucia Raatma,,2022-03-08,English,4.0,82.0,180,2
403,My Life,A P J Kalam,Smita Singh,2017-01-19,English,4.5,220.0,7860,53
404,Who Is Malala Yousafzai?,Dinah Brown Who H Q,Soneela Nankani,2019-12-03,English,5.0,351.0,3540,1
405,How to Be a Writer,Ruskin Bond,Shubhankar,2021-04-07,English,4.5,787.0,4500,7
406,Amazing Muslims Who Changed the World,Burhana Islam,Maya Saroya,2020-08-27,English,5.0,410.0,10860,1
407,Who Was Albert Einstein?,Jess Brallier,Kevin Pariseau,2019-03-26,English,5.0,351.0,3720,2
408,Ronaldo,Matt Oldfield Tom Oldfield,Joe Jameson,2019-04-18,English,5.0,254.0,10020,2
409,Goodnight Stories for Rebel Girls 2,Francesca Cavallo Elena Favilli Rebel Girls,Alicia Keys Ashley Judd Danai Gurira,2019-02-28,English,4.5,417.0,13620,6
410,Messi,Matt Oldfield Tom Oldfield,Joe Jameson,2019-04-18,English,5.0,303.0,10020,2
411,Horrible Histories: Rotten Romans,Terry Deary Martin Brown,Terry Deary,2014-03-27,English,5.0,379.0,3660,1
412,Dreaming in Code,Emily Arnold Mc Cully,Emily Arnold Mc Cully,2019-03-12,English,4.0,754.0,10680,1
413,Brown Girl Dreaming,Jacqueline Woodson,Jacqueline Woodson,2014-08-28,English,5.0,754.0,14100,1
414,I Am Helen Keller,Brad Meltzer,Saskia Maarleveld Various,2019-02-05,English,5.0,251.0,1020,2
415,Steve Jobs: Technology Innovator and Apple Genius,Matt Doeden,Intuitive,2017-06-29,English,4.5,164.0,2100,12
416,Fantastically Great Women Who Changed the World,Kate Pankhurst,Kate Pankhurst Adjoa Andoh Harriet Carmichael,2020-02-06,English,5.0,266.0,2160,1
417,Rivals 2! More Frenemies Who Changed the World,Scott Mc Cormick,Bill Andrew Quinn Raphael Corkhill Sean Patrick Hopkins,2019-08-08,English,5.0,501.0,8040,2
418,Who Was Genghis Khan?,Nico Medina Who H Q,Mark Bramhall,2018-06-05,English,2.0,351.0,3780,1
419,Leonardo da Vinci,Nicolas Soames,Laura Brattan,2013-12-02,English,5.0,32.0,1080,1
420,Up Close: Oprah Winfrey,Ilene Cooper,Bobbi Owens,2018-04-17,English,4.0,703.0,10920,1
421,Mohandas Karamchand Gandhi,Nicolas Soames,Daniel Philpott,2013-12-02,English,4.0,32.0,840,2
422,I Am Jane Goodall,Brad Meltzer,Lauren Baldwin Various,2019-02-05,English,4.0,251.0,1140,2
423,Who Was Muhammad Ali?,James Buckley Jr,Dominic Hoffman,2016-07-05,English,5.0,351.0,3660,1
424,Who Is Jane Goodall?,Roberta Edwards,Cassandra Campbell,2016-02-02,English,4.5,351.0,3960,6
425,Stories for Boys Who Dare to Be Different,Ben Brooks,Joshua Higgott Thomas Judd,2018-04-19,English,5.0,569.0,10680,2
426,Before Columbus,Charles C Mann,Stephen Mc Laughlin,2016-09-16,English,5.0,501.0,13500,2
427,We Must Not Forget,Deborah Hopkinson,Rosie Jones,2021-05-10,English,5.0,492.0,20340,1
428,My Life with the Chimpanzees,Jane Goodall,Jane Goodall,2019-11-19,English,5.0,500.0,13380,9
429,Sachiko,Caren B Stelson,Katherine Fenton John Chancer,2016-11-17,English,5.0,1172.0,12360,1
430,Who Was Steve Jobs?,Pam Pollack Meg Belviso,Rob Shapiro,2016-03-01,English,5.0,351.0,3720,2
431,Your Dream Life Starts Here,Kristina Karlsson,Kristina Karlsson,2018-09-24,English,5.0,1063.0,24420,1
432,Helen's Big World,Doreen Rappaport,Eileen Stevens,2017-04-05,English,4.0,33.0,900,1
433,Marie Curie,Kathleen Krull,Tavia Gilbert,2020-02-11,English,5.0,468.0,8760,1
434,Fatty Legs (10th Anniversary Edition),Margaret Olemaun Pokiak Fenton Christy Jordan Fenton Debbie Reese,Lisa Nasson,2021-03-15,English,4.0,469.0,6420,1
435,The Electric War,Mike Winchell,Greg Tremblay,2019-01-22,English,4.5,1172.0,19980,3
436,Of Thee I Sing,Barack Obama,Andre Braugher,2010-11-16,English,5.0,150.0,960,1
437,On a Beam of Light,Jennifer Berne,Rich Orlow,2013-12-18,English,4.0,63.0,840,2
438,I Am Neil Armstrong,Brad Meltzer,Marc Thompson Various,2019-02-05,English,4.0,251.0,1320,1
439,Sterling Point Books,Alistair Maclean,Peter Ganim,2009-04-20,English,5.0,266.0,12060,1
440,Projekt 1065,Alan Gratz,Dan Bittner,2016-10-11,English,5.0,656.0,25200,1
441,Bomb,Steve Sheinkin,Roy Roy Samuelson,2013-01-08,English,5.0,1005.0,25860,2
442,Just Ask!,Sonia Sotomayor,Ali Stroker Sonia Sotomayor,2020-01-21,English,4.5,251.0,660,2
443,Epic Encounters in the Animal Kingdom (Brave Adventures Vol. 2),Coyote Peterson,Sean Kenin,2019-09-10,English,5.0,500.0,17940,2
444,The King of Sting,Coyote Peterson,Coyote Peterson,2019-04-02,English,5.0,500.0,11700,1
445,William Tyndale: The Smuggler's Flame,Lori Rich,Derek Perkins,2018-11-06,English,5.0,703.0,11880,1
446,The Story of Napoleon,H E Marshall,David Thorn,2008-12-11,English,2.0,140.0,7200,1
447,Sterling Biographies,Ellen Blue Phillips,Roscoe Orman,2009-04-20,English,5.0,266.0,9600,1
448,Sterling Biographies,Tabatha Yeatts,A C Fellner,2009-04-21,English,5.0,266.0,11160,1
449,"I Survived the Destruction of Pompeii, A.D. 79",Lauren Tarshis,Saskia Maarleveld,2016-10-05,English,5.0,187.0,5340,1
450,Becoming Kareem,Kareem Abdul Jabbar Raymond Obstfeld,Kareem Abdul Jabbar,2017-11-21,English,4.5,500.0,20880,2
451,Horrible Histories: Vicious Vikings,Terry Deary Martin Brown,Terry Deary,2014-03-27,English,5.0,379.0,3600,1
452,Temple Grandin,Sy Montgomery,Meredith Mitchell,2012-05-01,English,5.0,350.0,10080,1
453,Franklin D. Roosevelt,Teri Kanefield,Chris Lutkin,2020-04-22,English,5.0,1172.0,16620,1
454,Genius Physicist Albert Einstein,Katie Marsico,Book Buddy Digital Media,2018-12-28,English,5.0,164.0,1140,1
455,Isaac Newton,Nicolas Soames,Daniel Philpott,2013-12-02,English,5.0,32.0,720,2
456,"I Survived the Children's Blizzard, 1888",Lauren Tarshis,Andrew Eiden,2018-02-27,English,5.0,328.0,6360,1
